City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Springbok,ZA,-29.6643,17.8865,29.22,20,0,4.83,clear sky
463,Kununurra,AU,-15.7667,128.7333,23.0,88,99,1.98,overcast clouds
464,Varzea Da Palma,BR,-17.5981,-44.7308,31.45,45,94,1.9,overcast clouds
465,Shache,CN,38.4167,77.2406,11.59,36,100,2.66,overcast clouds
466,Aswan,EG,24.0934,32.907,27.27,10,3,6.43,clear sky
467,Nantucket,US,41.2835,-70.0995,3.0,56,40,5.66,scattered clouds
468,Bakchar,RU,57.0186,82.0711,0.7,98,100,3.55,overcast clouds
469,Yala,TH,6.3333,101.25,23.77,95,100,1.41,overcast clouds
470,Grants,US,35.1473,-107.8514,7.0,49,1,4.12,clear sky
471,La Cruz,MX,23.9167,-106.9,25.0,68,34,0.89,scattered clouds
472,Sainte-Agathe-Des-Monts,CA,46.0501,-74.2825,0.0,40,0,1.03,clear sky
473,Sudak,UA,44.85,34.9667,10.91,71,25,2.32,scattered clouds
474,Belle Fourche,US,44.6714,-103.8522,15.0,21,1,1.54,clear sky
475,Miramar,US,25.9873,-80.2323,22.22,40,90,9.26,overcast clouds
476,Sri Aman,MY,1.2376,111.4621,24.0,94,86,0.6,overcast clouds
477,Wanaka,NZ,-44.7,169.15,6.83,78,0,4.0,clear sky
478,Tamandare,BR,-8.7597,-35.1047,29.56,61,24,3.99,few clouds
479,Vila Velha,BR,-20.3297,-40.2925,28.0,65,40,6.17,scattered clouds
480,Andapa,MG,-14.65,49.65,21.6,97,41,0.72,light rain
481,Ust-Maya,RU,60.4167,134.5333,-18.03,97,100,1.34,overcast clouds
482,Big Spring,US,32.2504,-101.4787,15.56,63,1,8.75,clear sky
483,Gushikawa,JP,26.3544,127.8686,22.0,88,90,1.54,overcast clouds
484,Reichenbach,DE,48.7101,9.4643,11.11,40,0,4.63,clear sky
485,Kautokeino,NO,69.0125,23.0412,-1.36,80,86,6.83,overcast clouds
486,Minna,NG,9.6139,6.5569,39.0,8,0,4.63,clear sky
487,Sibu,MY,2.3,111.8167,26.0,89,40,2.06,scattered clouds
488,Nova Olimpia,BR,-14.7972,-57.2881,31.67,57,98,0.85,light rain
489,Verkhniy Mamon,RU,50.1635,40.3832,6.19,87,100,4.84,overcast clouds
490,Komsomolskiy,UZ,40.4272,71.7189,13.0,28,64,1.84,broken clouds
491,Bitlis,TR,38.5,42.25,1.18,88,30,2.65,scattered clouds
492,Gampaha,LK,7.0897,79.9925,29.0,74,20,3.09,few clouds
493,Tshikapa,CD,-6.4167,20.8,26.24,78,83,1.44,light rain
494,Birao,CF,10.2849,22.7882,39.03,9,72,4.03,broken clouds
495,Morehead,US,37.2711,-87.1764,11.11,24,1,4.63,clear sky
496,Hualmay,PE,-11.0964,-77.6139,22.74,75,70,3.35,broken clouds
497,Rio Verde De Mato Grosso,BR,-18.9181,-54.8442,34.04,31,83,3.95,broken clouds
498,Matara,LK,5.9485,80.5353,26.74,82,8,4.75,clear sky
499,Pemangkat,ID,1.1667,108.9667,25.78,81,91,3.85,overcast clouds
500,Salym,RU,60.0625,71.4789,1.41,98,100,2.94,overcast clouds
501,Caravelas,BR,-17.7125,-39.2481,26.96,76,53,3.46,broken clouds
502,Fort Abbas,PK,29.1925,72.8536,30.06,6,0,4.42,clear sky
503,Vorotynets,RU,56.0603,45.8633,0.74,92,100,3.08,overcast clouds
504,Kindu,CD,-2.95,25.95,25.63,83,91,1.12,light rain
505,Quatre Cocos,MU,-20.2078,57.7625,28.0,78,40,2.06,scattered clouds
506,Hermosillo,MX,29.0667,-110.9667,20.56,24,1,1.12,clear sky
507,Asmara,ER,15.3333,38.9333,15.74,64,6,4.02,clear sky
508,Vuktyl,RU,63.8567,57.3094,-1.58,91,100,1.92,overcast clouds
509,Cutro,IT,39.0353,16.9819,16.67,94,40,8.75,scattered clouds
510,Bida,NG,9.0833,6.0167,40.8,12,40,1.7,scattered clouds
511,Bonthe,SL,7.5264,-12.505,30.7,63,67,6.14,broken clouds
512,Nelson Bay,AU,-32.7167,152.15,18.89,88,3,2.57,clear sky
513,Pringsewu,ID,-5.3582,104.9744,23.44,95,100,1.11,overcast clouds
514,Hellvik,NO,59.9156,5.781,6.67,61,75,2.57,broken clouds
515,Sola,VU,-13.8833,167.55,28.12,77,98,7.46,overcast clouds
516,Cotonou,BJ,6.3654,2.4183,32.0,70,40,4.63,haze
517,Paamiut,GL,61.994,-49.6678,-1.24,87,100,3.48,overcast clouds
518,Harper,LR,4.375,-7.7169,29.12,68,75,2.99,light rain
519,Shenjiamen,CN,29.9576,122.298,11.86,87,97,8.86,light rain
520,Ketchikan,US,55.3422,-131.6461,-0.64,91,52,1.2,broken clouds
521,Fare,PF,-16.7,-151.0167,27.52,73,90,4.06,light rain
522,Alice Springs,AU,-23.7,133.8833,18.0,63,0,0.51,clear sky
523,Shubarshi,KZ,48.5872,57.1869,4.7,82,74,3.64,broken clouds
524,Kawalu,ID,-7.3817,108.2082,22.78,95,82,1.18,broken clouds
525,Sovetskaya Gavan,RU,48.9723,140.2878,-0.97,52,3,5.85,clear sky
526,Solnechnyy,RU,50.7214,136.6319,-3.78,55,23,7.97,few clouds
527,Broome,US,42.2506,-75.833,3.33,40,1,3.09,clear sky
528,Kiomboi,TZ,-4.2667,34.3667,20.81,77,90,3.78,light rain
529,Atambua,ID,-9.1061,124.8925,23.08,94,100,2.25,heavy intensity rain
530,Hervey Bay,AU,-25.2986,152.8535,21.67,90,100,1.79,moderate rain
531,Montepuez,MZ,-13.1256,38.9997,22.99,95,100,2.13,light rain
532,Odienne,CI,9.51,-7.5692,39.94,12,96,1.75,overcast clouds
533,Diamantino,BR,-14.4086,-56.4461,30.36,57,100,1.8,overcast clouds
534,Hamilton,US,39.1834,-84.5333,8.89,39,1,3.6,clear sky
535,Wad Madani,SD,14.4012,33.5199,37.12,14,10,9.22,clear sky
536,Port Hawkesbury,CA,45.6169,-61.3485,1.11,93,90,5.14,heavy intensity rain
537,Panaba,MX,21.2833,-88.2667,25.52,39,3,5.57,clear sky
538,Ilulissat,GL,69.2167,-51.1,-14.0,72,75,6.17,snow
539,Rocky Mountain House,CA,52.3668,-114.9188,-2.0,86,100,0.51,overcast clouds
540,Washougal,US,45.5826,-122.3534,7.78,81,1,1.54,clear sky
541,Marsh Harbour,BS,26.5412,-77.0636,19.64,56,31,11.09,scattered clouds
542,Kichera,RU,55.9375,110.0997,-2.64,95,100,0.93,light snow
543,Port Augusta,AU,-32.5,137.7667,20.0,64,0,2.57,clear sky
544,Flinders,AU,-34.5833,150.8552,17.78,86,7,0.45,clear sky
545,Kavieng,PG,-2.5744,150.7967,27.41,80,51,3.23,light rain
546,Dudinka,RU,69.4058,86.1778,-28.26,92,12,2.08,few clouds
547,Azangaro,PE,-14.9167,-70.2167,11.0,58,20,3.09,few clouds
548,Malkapur,IN,20.8833,76.2,33.7,13,2,2.7,clear sky
549,Guerrero Negro,MX,27.9769,-114.0611,15.99,79,7,4.61,clear sky
550,Nioro,GM,13.35,-15.75,39.79,14,22,1.7,few clouds
551,Petawawa,CA,45.9001,-77.3328,5.0,59,20,1.54,few clouds
552,Seoul,KR,37.5683,126.9778,12.0,93,90,3.6,overcast clouds
553,Walvis Bay,NA,-22.9575,14.5053,32.0,31,22,4.63,few clouds
554,Lac Du Bonnet,CA,50.2536,-96.0612,6.67,99,53,1.34,broken clouds
555,Fossano,IT,44.5489,7.7201,20.0,39,75,5.66,broken clouds
556,Vanimo,PG,-2.6741,141.3028,25.32,88,100,2.91,overcast clouds
557,Borgarnes,IS,64.5383,-21.9206,5.56,90,100,12.96,light rain
558,Buala,SB,-8.145,159.5921,27.14,81,98,2.54,light rain
559,Lazaro Cardenas,MX,17.9583,-102.2,28.34,51,9,1.1,clear sky
560,Sokolo,ML,14.7328,-6.1219,39.22,3,17,4.93,few clouds
561,Vardo,NO,70.3705,31.1107,1.0,75,75,4.63,broken clouds
562,Strezhevoy,RU,60.7333,77.5889,3.0,93,90,4.0,light rain
563,Pontes E Lacerda,BR,-15.2261,-59.3353,30.63,55,71,1.8,heavy intensity rain
564,Hoi An,VN,15.8794,108.335,26.0,89,40,2.06,scattered clouds
565,Umm Kaddadah,SD,13.6017,26.6876,32.52,9,32,8.81,scattered clouds
566,Palmer,US,42.1584,-72.3287,4.44,24,1,3.6,clear sky
567,Praya,CV,14.9215,-23.5087,30.0,32,0,7.72,clear sky
568,Pontianak,ID,-0.0333,109.3333,27.0,83,40,2.2,scattered clouds
569,Arman,RU,59.7,150.1667,-7.99,71,100,5.81,overcast clouds
570,Askiz,RU,53.1319,90.5264,2.82,63,100,3.94,overcast clouds
571,Moutier,CH,47.2782,7.3695,11.0,37,20,8.75,few clouds
572,Cheney,US,47.4874,-117.5758,6.0,61,90,3.09,overcast clouds
573,Itarema,BR,-2.9248,-39.9167,29.23,72,33,6.61,scattered clouds
574,El Paso,US,31.8001,-106.2005,20.56,37,1,2.45,clear sky
575,Pudozh,RU,61.8099,36.5345,1.12,90,90,1.45,light snow
576,Setermoen,NO,68.861,18.3486,4.0,75,75,5.66,light intensity drizzle
577,Lucapa,AO,-8.4192,20.7447,24.28,83,100,1.97,moderate rain
578,Salinopolis,BR,-0.6136,-47.3561,27.31,78,82,4.32,broken clouds
579,Shelburne,CA,44.0787,-80.2041,6.67,48,100,6.46,overcast clouds
580,Champerico,GT,14.3,-91.9167,28.0,74,40,1.25,scattered clouds
581,Kalanwali,IN,29.85,74.95,25.05,7,0,2.84,clear sky
582,Sakakah,SA,29.9697,40.2064,22.0,14,0,3.09,clear sky
583,Yakeshi,CN,49.2833,120.7333,-0.43,49,0,3.56,clear sky
584,Oksfjord,NO,70.2396,22.3479,3.33,56,90,4.63,light rain
585,Vung Tau,VN,10.346,107.0843,27.47,81,57,6.4,broken clouds
586,Sorland,NO,67.667,12.6934,5.0,87,75,11.32,broken clouds
587,Puri,IN,19.8,85.85,29.0,79,40,3.09,haze
588,Qaqortoq,GL,60.7167,-46.0333,4.0,81,75,1.54,broken clouds
589,Gargzdai,LT,55.7128,21.4033,5.0,81,0,5.14,clear sky
590,Mancio Lima,BR,-7.6142,-72.8958,25.0,100,90,1.54,overcast clouds
591,Mayo,US,38.8876,-76.5119,7.78,36,1,4.63,clear sky
592,Salisbury,GB,51.0693,-1.7957,10.0,57,90,6.69,overcast clouds
593,Barranca,PE,-10.75,-77.7667,22.2,75,78,3.28,broken clouds
594,Presidente Epitacio,BR,-21.7633,-52.1156,31.86,26,6,2.92,clear sky
595,Metro,ID,-5.1131,105.3067,24.34,88,93,1.5,overcast clouds
596,Huainan,CN,32.6264,116.9969,7.76,86,97,4.78,overcast clouds
597,Sesheke,ZM,-17.4759,24.2968,29.71,29,2,3.37,clear sky
598,Ust-Kuyga,RU,70.0167,135.6,-23.18,97,100,2.91,overcast clouds
599,Plouzane,FR,48.3833,-4.6167,12.0,62,20,8.75,few clouds
600,Chapais,CA,49.7834,-74.8492,-7.0,38,1,3.6,clear sky
601,Hirara,JP,24.8,125.2833,23.33,83,87,7.09,overcast clouds
602,Borovskoy,KZ,53.8,64.15,0.88,87,100,5.63,overcast clouds
603,Kavaratti,IN,10.5669,72.642,28.47,61,100,4.29,overcast clouds
604,Itoman,JP,26.1247,127.6694,23.0,88,75,1.03,broken clouds
605,Kathu,TH,7.9178,98.3332,29.0,79,20,4.12,few clouds
606,Zvishavane,ZW,-20.3267,30.0665,27.41,38,0,4.36,clear sky
607,Belousovka,KZ,50.1339,82.5239,1.0,60,44,1.0,scattered clouds
608,Fort Wellington,GY,6.4,-57.6,27.88,74,67,3.47,broken clouds
609,Paros,GR,37.0833,25.15,17.78,77,40,5.14,scattered clouds
610,Labuhan,ID,-6.8844,112.2051,27.52,80,62,4.02,broken clouds
611,Newport,GB,51.5877,-2.9984,12.22,55,5,3.58,clear sky
612,Privolnyy,RU,44.0998,46.6587,14.26,45,96,3.18,overcast clouds
613,Upata,VE,8.0086,-62.3989,28.33,70,97,2.68,overcast clouds
614,Nizhniy Chir,RU,48.3597,43.0865,10.47,68,97,9.33,overcast clouds
615,Kon Tum,VN,14.35,108.0,21.68,76,61,1.42,broken clouds
616,Akcaabat,TR,41.0212,39.5715,11.0,93,75,1.54,broken clouds
617,Fomboni,KM,-12.28,43.7425,29.08,67,60,2.53,broken clouds
618,Salta,AR,-24.7859,-65.4117,20.0,68,20,1.03,few clouds
619,Tianpeng,CN,30.9866,103.9393,17.0,63,40,1.0,scattered clouds
620,Kulgam,IN,33.65,75.0167,9.19,45,1,1.16,clear sky
621,Kilgore,US,32.3863,-94.8758,12.22,58,90,3.6,overcast clouds
622,Kaeo,NZ,-35.1,173.7833,16.11,95,45,0.45,scattered clouds
623,Antofagasta,CL,-23.65,-70.4,20.0,64,20,3.6,few clouds
624,Conceicao Do Araguaia,BR,-8.2578,-49.2647,30.84,59,42,1.65,scattered clouds
625,Nyuksenitsa,RU,60.4128,44.2397,0.57,90,99,0.92,overcast clouds
626,Aguimes,ES,27.9054,-15.4461,22.0,53,20,12.86,few clouds
627,Chabahar,IR,25.2919,60.643,27.91,58,0,2.65,clear sky
628,Pustoshka,RU,56.3355,29.369,5.26,57,85,2.86,light rain
629,Moscow,RU,55.7522,37.6156,5.0,65,0,3.0,light rain
630,Kannur,IN,11.8675,75.3576,27.39,68,19,3.5,few clouds
631,Aitape,PG,-3.1374,142.3475,25.42,88,100,2.44,light rain
632,Kudahuvadhoo,MV,2.6708,72.8944,28.77,74,5,6.97,clear sky
633,Peniche,PT,39.3558,-9.3811,15.0,85,23,4.02,few clouds
634,Ulaanbaatar,MN,47.9077,106.8832,-2.0,59,0,1.0,clear sky
635,Oytal,KZ,42.9057,73.2697,5.87,52,23,3.72,few clouds
636,Reconquista,AR,-29.15,-59.65,26.06,47,21,3.49,few clouds
637,State College,US,40.7934,-77.86,5.56,41,1,2.57,clear sky
638,Agadez,NE,19.75,10.25,30.99,6,47,5.36,scattered clouds
639,Krasnyy Chikoy,RU,50.3643,108.7512,-2.27,73,29,0.43,scattered clouds
640,Uren,RU,57.4552,45.7852,0.84,81,100,2.59,overcast clouds
641,Jega,NG,12.2175,4.3792,38.58,4,1,5.07,clear sky
642,Viedma,AR,-40.8135,-62.9967,23.06,49,100,6.6,overcast clouds
643,Oistins,BB,13.0667,-59.5333,29.0,54,40,11.32,scattered clouds
644,Pascagoula,US,30.3658,-88.5561,17.0,42,1,3.6,clear sky
645,Najran,SA,17.4924,44.1277,34.0,8,0,2.57,clear sky
646,Naron,ES,43.5167,-8.1528,18.89,63,0,5.14,clear sky
647,Manadhoo,MV,5.7667,73.3833,28.66,72,18,4.81,few clouds
648,Vila Do Maio,CV,15.1333,-23.2167,30.0,32,0,7.72,clear sky
649,Cururupu,BR,-1.8283,-44.8683,30.99,57,87,3.14,heavy intensity rain
650,Chatham,GB,51.3789,0.5279,10.0,72,28,1.79,scattered clouds
651,Sioux Lookout,CA,50.1001,-91.917,4.0,52,20,5.14,few clouds
652,Igdir,TR,39.9237,44.045,15.0,29,75,1.03,broken clouds
653,Ponta Delgada,PT,37.7333,-25.6667,18.0,82,75,9.26,broken clouds
654,Kloulklubed,PW,7.0419,134.2556,25.0,88,75,4.61,broken clouds
655,Fayaoue,NC,-20.65,166.5333,26.13,86,100,8.08,light rain
656,Lata,PT,40.1629,-8.3327,22.22,83,27,0.89,scattered clouds
657,Meulaboh,ID,4.1363,96.1285,25.33,85,100,1.55,overcast clouds
658,Cap Malheureux,MU,-19.9842,57.6142,27.78,77,3,2.24,clear sky
659,Inta,RU,66.0317,60.1659,-2.6,91,100,1.79,overcast clouds
660,Magdagachi,RU,53.45,125.8,-13.22,95,74,0.95,broken clouds
661,Nusaybin,TR,37.0778,41.2178,19.0,30,20,5.14,few clouds
662,Saint-Leu,RE,-21.15,55.2833,28.0,78,75,1.03,moderate rain
663,Chara,RU,56.9064,118.2631,-10.74,80,66,0.94,broken clouds
664,Trofors,NO,65.5333,13.4063,5.0,81,75,2.57,moderate rain
665,Jauharabad,PK,32.2898,72.2813,23.26,14,0,3.42,clear sky
666,Beloha,MG,-25.1667,45.05,24.96,65,0,4.92,clear sky
667,Kalemie,CD,-5.9475,29.1947,25.11,75,84,3.43,broken clouds
668,Coruripe,BR,-10.1256,-36.1756,29.74,59,5,4.81,clear sky
669,Garachine,PA,8.0647,-78.3628,26.28,85,100,3.47,overcast clouds
670,Isangel,VU,-19.55,169.2667,26.11,85,100,5.56,overcast clouds
671,Kiunga,PG,-6.1219,141.2906,22.94,98,100,1.96,light rain
672,Ariquemes,BR,-9.9133,-63.0408,29.42,62,79,1.94,broken clouds
673,Camopi,GF,3.1655,-52.3158,28.58,73,73,1.9,broken clouds
674,Beira,MZ,-19.8436,34.8389,29.0,58,20,3.09,few clouds
675,Weinan,CN,34.5036,109.5089,12.0,82,90,4.0,overcast clouds
676,Tonj,SS,7.2737,28.6822,38.72,11,36,3.33,scattered clouds
677,Yeppoon,AU,-23.1333,150.7333,23.0,78,90,3.09,overcast clouds
678,Zyryanka,RU,65.75,150.85,-29.74,100,69,2.74,broken clouds
679,Awjilah,LY,29.1081,21.2869,27.97,13,0,1.41,clear sky
680,Qeshm,IR,26.9581,56.2719,30.0,51,0,4.12,haze
681,Nouakchott,MR,18.0858,-15.9785,42.0,8,9,7.2,sand
682,Shunyi,CN,40.125,116.6453,12.78,56,0,2.0,clear sky
683,Lamas,PE,-6.4167,-76.5333,27.0,83,75,1.54,broken clouds
684,Catuday,PH,16.2923,119.8062,26.09,83,12,2.42,few clouds
685,Santa Rosa,PH,14.3122,121.1114,28.0,74,20,2.06,few clouds
686,Taoudenni,ML,22.6783,-3.9836,39.77,5,80,5.29,broken clouds
687,Nemuro,JP,43.3236,145.575,4.72,89,100,11.19,overcast clouds
688,Starkville,US,33.4504,-88.8184,12.22,46,1,3.6,clear sky
689,Ambulu,ID,-8.345,113.6058,25.27,86,86,1.07,overcast clouds
690,Dingle,PH,10.9995,122.6711,24.28,83,96,2.79,overcast clouds
691,Uribia,CO,11.7139,-72.266,30.73,52,99,8.71,overcast clouds
692,Leova,MD,46.4786,28.2553,11.31,48,100,2.32,light rain
693,Posevnaya,RU,54.3006,83.3297,-4.93,93,98,3.16,overcast clouds
694,La Baneza,ES,42.3003,-5.8977,22.78,25,20,5.66,few clouds
695,Lachi,PK,33.3833,71.3386,24.0,23,40,1.45,haze
