City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed
384,Airai,TL,2021-03-29 01:34:51,-8.9266,125.4092,62.04,96,100,2.55
385,Shar,KZ,2021-03-29 01:32:55,49.5886,81.0453,30.65,95,100,5.91
386,Letterkenny,IE,2021-03-29 01:36:16,54.95,-7.7333,53.94,91,100,19.17
387,Luanda,AO,2021-03-29 01:36:16,-8.8368,13.2343,80.6,83,75,6.91
388,Churapcha,RU,2021-03-29 01:36:16,62.0025,132.4325,24.78,82,100,4.99
389,Grootfontein,NA,2021-03-29 01:35:46,-19.5667,18.1167,62.6,88,11,4.61
390,Mount Isa,AU,2021-03-29 01:26:22,-20.7333,139.5,87.8,20,2,18.41
391,Ometepec,MX,2021-03-29 01:35:25,16.6833,-98.4167,73.09,63,0,1.99
392,Pedernales,DO,2021-03-29 01:36:17,18.0384,-71.744,78.98,67,1,7.34
393,Naziya,RU,2021-03-29 01:36:17,59.8,31.3833,36.0,70,68,5.1
394,Nanning,CN,2021-03-29 01:36:17,22.8167,108.3167,77.0,83,20,4.47
395,North Platte,US,2021-03-29 01:36:18,41.1239,-100.7654,61.0,31,1,6.91
396,Bacolod,PH,2021-03-29 01:32:49,10.6667,122.95,86.49,60,100,9.69
397,Mahanoro,MG,2021-03-29 01:32:17,-19.9,48.8,74.3,89,1,4.14
398,Castro,BR,2021-03-29 01:36:18,-24.7911,-50.0119,62.73,94,32,4.23
399,Tumaco,CO,2021-03-29 01:36:18,1.7986,-78.8156,76.6,87,64,0.27
400,Isabela,PH,2021-03-29 01:36:19,6.7085,121.9711,86.0,79,75,4.61
401,Alice Springs,AU,2021-03-29 01:31:49,-23.7,133.8833,77.0,33,0,14.97
402,Ostrovnoy,RU,2021-03-29 01:29:26,68.0531,39.5131,35.71,98,94,12.26
403,Juegang,CN,2021-03-29 01:36:19,32.3174,121.1855,68.0,68,0,1.99
404,Rawson,AR,2021-03-29 01:36:19,-43.3002,-65.1023,59.92,86,24,14.25
405,Ilhabela,BR,2021-03-29 01:31:12,-23.7781,-45.3581,77.5,84,93,4.59
406,Abalak,RU,2021-03-29 01:36:20,58.1286,68.5944,14.72,92,98,5.19
407,Birjand,IR,2021-03-29 01:36:20,32.8663,59.2211,41.0,36,0,4.61
408,Saryozek,KZ,2021-03-29 01:36:20,44.3583,77.9753,40.69,84,100,4.38
409,Sinnamary,GF,2021-03-29 01:29:48,5.3833,-52.95,77.85,84,97,12.93
410,Okato,NZ,2021-03-29 01:36:21,-39.2,173.8833,66.99,94,31,10.0
411,Mehamn,NO,2021-03-29 01:36:21,71.0357,27.8492,25.83,84,95,9.55
412,Karaton,ID,2021-03-29 01:36:21,-6.3424,106.1045,87.01,79,20,4.61
413,Koratagere,IN,2021-03-29 01:36:22,13.5228,77.2331,68.0,77,40,2.3
414,Christchurch,NZ,2021-03-29 01:30:22,-43.5333,172.6333,82.0,29,0,12.66
415,Danbury,US,2021-03-29 01:32:47,41.3948,-73.454,55.0,94,100,4.0
416,Saint-Francois,FR,2021-03-29 01:36:22,46.4154,3.9054,35.01,93,0,2.3
417,Rudersdorf,AT,2021-03-29 01:36:22,47.0404,16.1373,41.0,100,0,1.14
418,Acajutla,SV,2021-03-29 01:36:23,13.5928,-89.8275,80.33,71,1,7.78
419,Karia,NG,2021-03-29 01:36:23,11.7306,11.1629,69.66,27,0,9.86
420,Aripuana,BR,2021-03-29 01:31:20,-9.1667,-60.6333,71.69,98,56,1.28
421,Taiyuan,CN,2021-03-29 01:36:23,37.8694,112.5603,53.6,37,0,4.47
422,Clarence Town,AU,2021-03-29 01:36:24,-32.5833,151.7833,73.99,73,75,8.05
423,Yashkul,RU,2021-03-29 01:36:24,46.1711,45.3435,35.65,85,77,7.29
424,Gravdal,NO,2021-03-29 01:36:24,68.1214,13.5031,37.47,97,100,21.47
425,Banjar,ID,2021-03-29 01:34:26,-8.19,114.9675,80.6,89,20,2.3
426,Havre-Saint-Pierre,CA,2021-03-29 01:36:25,50.2334,-63.5986,26.6,80,90,12.66
427,Inongo,CD,2021-03-29 01:36:25,-1.95,18.2667,72.75,89,94,3.76
428,Yarim,YE,2021-03-29 01:36:25,14.298,44.3779,49.41,63,2,3.38
429,Westport,US,2021-03-29 01:23:40,41.1415,-73.3579,55.99,98,100,1.01
430,Leshukonskoye,RU,2021-03-29 01:36:25,64.8989,45.7622,32.99,95,100,7.9
431,Aykhal,RU,2021-03-29 01:27:02,66.0,111.5,18.09,97,100,6.44
432,Awbari,LY,2021-03-29 01:34:09,26.5921,12.7805,55.24,27,4,8.03
433,Roros,NO,2021-03-29 01:36:26,62.5747,11.3842,24.8,86,75,3.44
434,Faya,SA,2021-03-29 01:36:26,18.3851,42.4509,59.0,54,2,5.75
435,Bathsheba,BB,2021-03-29 01:34:09,13.2167,-59.5167,78.8,69,40,19.57
436,Verkhoyansk,RU,2021-03-29 01:36:27,67.5447,133.385,10.65,86,99,4.68
437,Bushenyi,UG,2021-03-29 01:36:27,-0.5853,30.2114,60.84,95,99,1.25
438,Pangnirtung,CA,2021-03-29 01:36:27,66.1451,-65.7125,1.67,85,100,4.79
439,Sorokino,RU,2021-03-29 01:36:27,53.75,84.9167,33.55,97,100,13.44
440,Saint-Pierre,RE,2021-03-29 01:36:28,-21.3393,55.4781,77.0,73,0,8.05
441,Pelym,RU,2021-03-29 01:36:28,61.0108,61.9978,18.43,96,97,3.47
442,Sungaipenuh,ID,2021-03-29 01:34:15,-2.0833,101.3833,68.22,93,100,0.78
443,Pordim,BG,2021-03-29 01:36:28,43.3833,24.85,46.4,66,75,6.91
444,Gondanglegi,ID,2021-03-29 01:36:29,-7.7479,112.0132,84.09,72,72,9.71
445,Kurumkan,RU,2021-03-29 01:36:29,54.3,110.3,21.24,84,75,2.62
446,Ixtapa,MX,2021-03-29 01:31:08,20.7,-105.2,72.0,83,75,8.05
447,Sao Felix Do Xingu,BR,2021-03-29 01:27:06,-6.6447,-51.995,72.34,92,48,1.95
448,Kennett,US,2021-03-29 01:36:29,36.2362,-90.0556,55.4,33,1,6.04
449,Alamos,MX,2021-03-29 01:36:30,27.0167,-108.9333,69.01,61,5,3.0
450,Bretigny-Sur-Orge,FR,2021-03-29 01:36:30,48.6114,2.3059,48.2,61,0,8.05
451,Anadyr,RU,2021-03-29 01:36:30,64.75,177.4833,12.2,85,40,22.37
452,Innisfail,AU,2021-03-29 01:36:31,-17.5333,146.0333,79.0,58,100,8.01
453,Jumla,NP,2021-03-29 01:26:45,29.2747,82.1838,46.85,60,100,3.13
454,Senador Guiomard,BR,2021-03-29 01:36:31,-10.1522,-67.7392,75.2,100,75,2.3
455,Chiredzi,ZW,2021-03-29 01:36:31,-21.05,31.6667,61.45,94,0,3.24
456,Iqaluit,CA,2021-03-29 01:32:06,63.7506,-68.5145,12.2,79,90,6.91
457,Road Town,VG,2021-03-29 01:36:32,18.4167,-64.6167,78.01,83,40,12.66
458,Hofn,IS,2021-03-29 01:36:32,64.2539,-15.2082,26.98,61,4,7.76
459,Biak,ID,2021-03-29 01:27:04,-0.9131,122.8766,79.18,82,100,2.77
460,Satipo,PE,2021-03-29 01:36:32,-11.2522,-74.6386,69.28,97,100,2.01
461,Alofi,NU,2021-03-29 01:36:33,-19.0595,-169.9187,86.0,70,15,14.97
462,Lahij,YE,2021-03-29 01:36:33,13.1667,44.5833,69.58,50,33,1.34
463,Flinders,AU,2021-03-29 01:26:54,-34.5833,150.8552,75.99,50,0,1.01
464,Voh,NC,2021-03-29 01:36:33,-20.9667,164.7,88.18,56,18,11.16
465,Liuli,TZ,2021-03-29 01:36:33,-11.0833,34.6333,74.82,82,100,7.67
466,Lyndon,US,2021-03-29 01:36:34,38.2567,-85.6016,48.0,42,1,4.61
467,Mayya,RU,2021-03-29 01:36:34,61.7333,130.2811,5.0,85,40,2.44
468,Nanortalik,GL,2021-03-29 01:36:34,60.1432,-45.2371,20.91,69,0,19.57
469,Salina Cruz,MX,2021-03-29 01:36:35,16.1667,-95.2,80.73,68,0,3.15
470,Doka,SD,2021-03-29 01:36:35,13.5167,35.7667,80.56,36,51,4.0
471,Kedainiai,LT,2021-03-29 01:34:15,55.2883,23.9747,32.0,86,0,5.75
472,Port Hardy,CA,2021-03-29 01:36:35,50.6996,-127.4199,39.2,81,75,14.97
473,Colesberg,ZA,2021-03-29 01:33:24,-30.72,25.0972,60.28,43,83,3.36
474,Biltine,TD,2021-03-29 01:36:36,14.5333,20.9167,72.0,9,0,17.74
475,Shubarkuduk,KZ,2021-03-29 01:32:38,49.1447,56.4872,27.88,97,100,9.4
476,Laguna,US,2021-03-29 01:34:20,38.421,-121.4238,79.0,21,1,4.61
477,Jackson,US,2021-03-29 01:36:36,42.4165,-122.8345,69.8,21,1,18.41
478,Florianopolis,BR,2021-03-29 01:36:36,-27.6146,-48.5012,80.01,83,40,9.22
479,Makakilo City,US,2021-03-29 01:36:37,21.3469,-158.0858,80.6,54,40,10.36
480,Upata,VE,2021-03-29 01:35:14,8.0086,-62.3989,75.99,95,28,3.0
481,Hirara,JP,2021-03-29 01:36:37,24.8,125.2833,78.8,89,75,9.22
482,Puerto Maldonado,PE,2021-03-29 01:36:37,-12.6,-69.1833,69.55,99,100,2.06
483,Kuytun,RU,2021-03-29 01:36:38,54.3419,101.5036,28.78,89,100,2.75
484,Sobolevo,RU,2021-03-29 01:30:39,54.4299,31.8996,35.1,95,100,6.55
485,Whitehorse,CA,2021-03-29 01:26:56,60.7161,-135.0538,23.0,25,20,10.36
486,Litovko,RU,2021-03-29 01:32:19,49.2361,135.1742,36.59,87,100,16.78
487,Kirakira,SB,2021-03-29 01:30:49,-10.4544,161.9205,85.59,70,89,7.99
488,Concepcion,CL,2021-03-29 01:32:09,-36.827,-73.0498,55.4,88,0,5.75
489,Morki,RU,2021-03-29 01:36:38,56.4303,48.9947,19.47,96,6,3.31
490,Tupik,RU,2021-03-29 01:36:39,54.4253,119.9327,28.0,77,30,6.4
491,Novozybkov,RU,2021-03-29 01:36:39,52.5396,31.9275,45.0,100,90,6.71
492,Loei,TH,2021-03-29 01:36:39,17.4167,101.5,82.99,83,16,2.3
493,Hami,CN,2021-03-29 01:36:39,42.8,93.45,62.11,24,100,16.6
494,Cockburn Town,TC,2021-03-29 01:36:40,21.4612,-71.1419,77.4,79,0,23.02
495,Touros,BR,2021-03-29 01:30:52,-5.1989,-35.4608,77.0,94,40,2.3
496,Nioro,GM,2021-03-29 01:27:03,13.35,-15.75,75.0,36,0,7.38
497,Yenagoa,NG,2021-03-29 01:31:37,4.9247,6.2642,76.8,89,4,3.27
498,Dire,ML,2021-03-29 01:36:40,12.2833,-10.9667,85.06,11,43,4.34
499,Mount Gambier,AU,2021-03-29 01:36:41,-37.8333,140.7667,64.4,72,90,8.05
500,Kirkenaer,NO,2021-03-29 01:36:41,60.4564,12.0582,41.0,93,90,6.91
501,Plettenberg Bay,ZA,2021-03-29 01:36:41,-34.0527,23.3716,63.37,72,100,5.68
502,Talcahuano,CL,2021-03-29 01:36:41,-36.7167,-73.1167,55.4,88,0,5.75
503,Asyut,EG,2021-03-29 01:36:42,27.181,31.1837,53.6,62,0,13.8
504,Anqing,CN,2021-03-29 01:36:42,30.5092,117.0506,72.0,52,0,2.51
505,Sola,VU,2021-03-29 01:27:06,-13.8833,167.55,84.2,84,75,15.86
506,Kungurtug,RU,2021-03-29 01:36:43,50.5994,97.5228,27.14,83,100,0.72
507,Acarau,BR,2021-03-29 01:36:43,-2.8856,-40.12,76.73,85,11,5.12
508,Nanga Eboko,CM,2021-03-29 01:36:43,4.6833,12.3667,71.58,79,88,2.26
509,Kaeo,NZ,2021-03-29 01:36:43,-35.1,173.7833,75.99,84,41,8.01
510,Sandwick,GB,2021-03-29 01:36:44,60.0,-1.25,46.4,93,20,23.02
511,Johvi,EE,2021-03-29 01:36:44,59.3592,27.4211,31.84,90,3,9.71
512,Chipinge,ZW,2021-03-29 01:36:44,-20.1883,32.6236,57.6,97,63,4.34
513,Guerrero Negro,MX,2021-03-29 01:32:51,27.9769,-114.0611,70.18,44,18,8.79
514,Marzuq,YE,2021-03-29 01:29:36,14.4,46.4667,63.88,22,0,4.27
515,Kudahuvadhoo,MV,2021-03-29 01:30:38,2.6708,72.8944,80.37,83,100,20.8
516,Lafayette,US,2021-03-29 01:36:45,30.2335,-92.0668,57.0,70,100,3.0
517,Eregli,TR,2021-03-29 01:36:45,37.5133,34.0467,34.3,65,0,2.01
518,Tubarao,BR,2021-03-29 01:36:45,-28.4667,-49.0069,69.04,99,16,1.72
519,Xihe,CN,2021-03-29 01:36:46,31.6864,113.4659,68.13,60,86,3.85
520,Walvis Bay,NA,2021-03-29 01:34:51,-22.9575,14.5053,60.01,100,0,6.91
521,Santa Rosa,PH,2021-03-29 01:32:33,14.3122,121.1114,88.0,62,20,5.75
522,Lethem,GY,2021-03-29 01:36:46,3.3803,-59.7968,78.62,77,92,10.2
523,Outjo,NA,2021-03-29 01:36:46,-20.1167,16.15,66.58,50,5,5.61
524,San Ramon De La Nueva Oran,AR,2021-03-29 01:36:47,-23.1322,-64.326,66.0,89,100,0.34
525,Pozo Colorado,PY,2021-03-29 01:36:47,-23.4923,-58.7972,66.6,84,100,4.76
526,Saint-Georges,GD,2021-03-29 01:36:47,12.0564,-61.7485,80.6,78,75,21.85
527,Bhag,PK,2021-03-29 01:36:47,29.0415,67.8239,85.14,17,63,4.83
528,Uni,RU,2021-03-29 01:36:09,57.7535,51.4923,21.85,94,73,5.86
529,Kushmurun,KZ,2021-03-29 01:36:48,52.4503,64.6311,15.08,94,13,7.56
530,Gizo,SB,2021-03-29 01:31:32,-8.103,156.8419,85.06,67,100,5.19
531,Teya,RU,2021-03-29 01:36:48,60.3778,92.6267,25.38,93,100,2.86
532,Quebo,GW,2021-03-29 01:36:48,11.3333,-14.9333,70.23,82,0,3.58
533,Carupano,VE,2021-03-29 01:36:49,10.6678,-63.2585,75.04,90,7,9.4
534,Mantua,IT,2021-03-29 01:36:49,45.1667,10.7833,48.0,87,71,4.21
535,Ovre Ardal,NO,2021-03-29 01:36:49,61.3167,7.8,26.89,94,99,6.29
536,Simbahan,PH,2021-03-29 01:33:32,6.3032,120.5836,82.06,81,98,12.93
537,Talara,PE,2021-03-29 01:31:15,-4.5772,-81.2719,71.58,78,32,10.25
538,Oktyabrskiy,RU,2021-03-29 01:36:50,54.4815,53.471,11.25,98,63,2.42
539,Xingcheng,CN,2021-03-29 01:36:50,40.6167,120.7167,52.57,19,20,16.46
540,Oranjemund,NA,2021-03-29 01:27:57,-28.55,16.4333,59.54,85,0,1.43
541,Marsa Matruh,EG,2021-03-29 01:34:14,31.3525,27.2453,59.0,55,40,9.22
542,Lata,PT,2021-03-29 01:30:57,40.1629,-8.3327,55.99,69,100,1.01
543,Zalantun,CN,2021-03-29 01:36:50,48.0,122.7167,42.73,70,100,16.06
544,Tromso,NO,2021-03-29 01:33:15,69.6496,18.957,32.0,59,0,4.61
545,Port Blair,IN,2021-03-29 01:31:18,11.6667,92.75,83.97,69,100,5.28
546,Colares,PT,2021-03-29 01:36:51,38.7992,-9.4469,63.0,56,100,4.0
547,Matias Romero,MX,2021-03-29 01:36:51,16.8833,-95.0333,79.79,61,1,9.19
548,Asasa,ET,2021-03-29 01:36:52,7.1,39.2,52.61,56,47,2.66
549,Velizh,RU,2021-03-29 01:36:52,55.6056,31.1967,37.18,94,100,1.95
550,Coos Bay,US,2021-03-29 01:32:27,43.3665,-124.2179,48.0,93,90,19.57
551,Omboue,GA,2021-03-29 01:29:51,-1.5746,9.2618,73.76,92,100,4.7
552,Namatanai,PG,2021-03-29 01:36:52,-3.6667,152.4333,84.88,67,91,7.14
553,Gbarnga,LR,2021-03-29 01:36:53,6.9956,-9.4722,70.68,97,100,1.39
554,Prachuap Khiri Khan,TH,2021-03-29 01:36:53,12.2167,99.75,84.2,74,20,3.44
555,Honiara,SB,2021-03-29 01:36:53,-9.4333,159.95,88.72,59,11,6.44
556,Jalu,LY,2021-03-29 01:36:53,29.0331,21.5482,54.37,55,4,8.5
557,Sao Joao Da Barra,BR,2021-03-29 01:36:54,-21.6403,-41.0511,76.93,88,96,5.14
558,Bataipora,BR,2021-03-29 01:36:54,-22.2953,-53.2711,72.05,82,7,4.76
559,Miguel Hidalgo,MX,2021-03-29 01:32:20,19.4225,-99.2028,66.2,42,20,18.41
560,Russas,BR,2021-03-29 01:36:54,-4.9403,-37.9758,73.72,93,0,2.64
561,Nuuk,GL,2021-03-29 01:31:44,64.1835,-51.7216,8.6,61,16,6.91
562,Punta Cardon,VE,2021-03-29 01:36:55,11.6581,-70.215,77.77,80,97,27.56
563,Lecce,IT,2021-03-29 01:36:55,40.2167,18.1667,51.01,100,75,2.3
564,Vuktyl,RU,2021-03-29 01:36:55,63.8567,57.3094,23.86,98,99,3.11
565,Nicoya,CR,2021-03-29 01:26:58,10.1483,-85.452,82.4,47,0,18.41
566,Daru,PG,2021-03-29 01:33:30,-9.0763,143.2092,81.03,86,100,7.09
567,Mosetse,BW,2021-03-29 01:36:56,-20.75,26.65,62.98,77,11,14.56
568,Senanga,ZM,2021-03-29 01:36:56,-16.1167,23.2667,64.45,80,97,4.27
569,Luwuk,ID,2021-03-29 01:36:56,-0.9516,122.7875,83.84,74,100,1.12
570,Vestmanna,FO,2021-03-29 01:36:57,62.1564,-7.1664,41.0,87,75,13.8
571,Sharjah,AE,2021-03-29 01:35:45,25.3573,55.4033,71.6,78,0,9.22
572,Sarakhs,IR,2021-03-29 01:36:57,36.5449,61.1577,44.6,93,47,2.3
573,Maragogi,BR,2021-03-29 01:36:57,-9.0122,-35.2225,77.86,83,92,4.5
574,Sistranda,NO,2021-03-29 01:36:57,63.7256,8.834,41.0,81,40,8.05
575,Leninsk,RU,2021-03-29 01:36:58,48.7119,45.1994,28.4,86,0,6.71
576,Ondjiva,AO,2021-03-29 01:36:58,-17.0667,15.7333,65.98,73,3,5.35
577,Axim,GH,2021-03-29 01:31:59,4.8699,-2.2405,78.49,90,42,5.53
